"Task Aware Debugger for GDB" version 11.5.0 (202112141049)
(c) 2016-2021 NXP Semiconductors, Inc.
==================================
15:33:19.820 INFO: [TadModel] DSF session ID 0 has started.
15:33:34.945 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
15:33:35.29 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
15:33:36.786 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
15:33:36.993 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
15:33:40.977 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:33:58.996 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:34:27.191 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:34:27.624 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:34:28.690 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:34:29.95 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
15:34:36.460 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:34:36.886 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:34:59.459 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:35:00.32 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:01.627 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:35:02.203 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:02.892 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:35:03.469 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:04.00 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:35:04.570 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:04.734 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:35:05.284 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:05.797 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:35:06.372 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:06.995 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
15:35:07.576 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:20.616 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:20.826 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:21.479 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:21.682 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:22.200 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:22.407 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:22.854 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:23.55 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:23.436 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:23.634 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:26.78 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:37.512 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:39.723 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:39.928 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:40.540 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:40.753 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:43.744 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:43.957 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:45.580 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:45.793 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:46.330 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:46.538 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:46.963 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
15:35:47.267 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
15:35:59.365 INFO: [TadModel] DSF session ID 0 has ended.
